cik,name,sic,st
101821,"CANAL CAPITAL CORP",6512,NY
101844,"NATIONAL COMMERCE FINANCIAL CORP",6021,TN
101880,"CRESTAR FINANCIAL CORP",6021,VA
102043,"UNIVERSAL LIFE HOLDING CORP/MD",6512,LA
102212,"UNIVEST CORP OF PENNSYLVANIA",6022,PA
102304,"Mineral Energy & Technology CORP",6794,NM
102341,"URBAN IMPROVEMENT FUND LTD 1973",6512,WA
102342,"URBAN IMPROVEMENT FUND LTD 1973 II",6512,WA
102343,"URBAN IMPROVEMENT FUND LTD 1974",6512,WA
102420,"USLIFE CORP",6311,NY
102438,"USP REAL ESTATE INVESTMENT TRUST",6798,IA
102588,"SONOMAWEST HOLDINGS INC",6519,CA
103123,"VCR INCOME PROPERTIES",6512,CA
103466,"VICTORIA BANKSHARES INC",6022,TX
104019,"WACHOVIA CORP",6021,NC
104867,"WASHINGTON NATIONAL CORP",6321,IL
104894,"WASHINGTON REAL ESTATE INVESTMENT TRUST",6798,DC
105598,"WFC HOLDINGS CORP",6021,CA
105829,"WEST MICHIGAN FINANCIAL CORP",6022,MI
105982,"WELLS FARGO BANK & CO",6021,CA
106135,"WESTERN PROPERTIES TRUST",6798,CA
106374,"NEW VALLEY CORP",6500,FL
106423,"WESTLAND DEVELOPMENT CO INC",6552,NM
106535,"WEYERHAEUSER CO",6798,WA
106926,"WHITNEY HOLDING CORP",6021,LA
107454,"WILSHIRE ENTERPRISES INC",6513,NJ
108385,"WORLD ACCEPTANCE CORP",6141,SC
108633,"WULF INTERNATIONAL LTD",6799,TX
108725,"FIRST WYOMING BANCORPORATION",6021,WY
108770,"XEDAR CORP",6770,CO
108885,"CANYON SAVINGS & LOAN ASSOCIATION",6035,AZ
109261,"ZENITH NATIONAL INSURANCE CORP",6331,CA
109312,"ZIEGLER COMPANIES INC",6211,WI
109380,"ZIONS BANCORPORATION /UT/",6021,UT
109694,"OBH LLC",6331,NE
109747,"SOUTHERN SECURITY LIFE INSURANCE CO",6311,FL
110027,"LEAP TECHNOLOGY INC / DE",6500,FL
110074,"SYSTEMED INC /DE",6411,CA
110619,"UNIVERSAL GUARANTY INVESTMENT CO",6311,IL
110641,"MARSH & MCLENNAN COMPANIES INC STOCK INVESTMENT PLAN",6411,NY
110696,"NORTHWESTERN MUTUAL LIFE INS CO VARIABLE ANNUITY ACCT A",6311,WI
200138,"CHITTENDEN CORP /VT/",6022,VT
200245,"Citigroup Global Markets Holdings Inc.",6211,NY
200513,"METROCORP INC",6022,IL
200754,"SUMMIT BANCORPORATION",6022,NJ
200776,"FIRST COMMONWEALTH CORP",6311,IL
201170,"PRUDENTIAL EQUITY GROUP, LLC",6162,NY
201461,"CITY NATIONAL CORP",6021,CA
201499,"COMMERCIAL CREDIT CO",6141,MD
201529,"CONSOLIDATED CAPITAL GROWTH FUND",6512,CO
202172,"LINCORP HOLDINGS INC",6035,NY
202240,"JMB INCOME PROPERTIES LTD V",6512,IL
202328,"KOGER PARTNERSHIP LTD",6552,FL
202947,"CAPITAL PROPERTIES INC /RI/",6519,RI
202953,"PUBLIC STORAGE PROPERTIES LTD",6519,CA
202995,"REPUBLIC CORP /TX/",6021,TX
203159,"PACIFIC SECURITY COMPANIES",6512,WA
203504,"UNITED VIRGINIA BANKSHARES INC UVB EMPLOYEES THRIFT & PFT S",6022,VA
203596,"WESBANCO INC",6021,WV
205365,"FOUNDERS FINANCIAL CORP /MI/",6141,FL
205422,"HAMPSHIRE FUNDING INC",6794,NH
205462,"HYNES & HOWES INSURANCE COUNSELORS INC",6500,IA
205671,"MULTIVEST REAL ESTATE FUND LTD SERIES IV",6798,FL
205695,"NATIONWIDE LIFE INSURANCE CO",6311,OH
206005,"COLLECTIVE INVESTMENT TRUSTS FOR UNITED MISSOURI BANK N A",6022,MO
206018,"SHEPAUG CORP",6512,NY
215042,"ALLSTATE FINANCIAL CORP",6153,VA
215371,"CARLYLE REAL ESTATE LTD PARTNERSHIP VII",6512,IL
215403,"CERES GROUP INC",6311,OH
215406,"CENTURY PROPERTIES FUND XI",6500,SC
215429,"INTERNATIONAL CAPITAL & TECHNOLOGY CORP",6799,NY
215503,"CONCORDE GAMING CORP",6794,SD
215619,"DAUPHIN DEPOSIT CORP",6022,PA
215628,"DE ANZA PROPERTIES X",6512,CA
215639,"DVL INC /DE/",6798,NY
216039,"GRUBB & ELLIS CO",6531,IL
216543,"BNY MELLON N.A.",6189,PA
216679,"NATIONAL PROPERTY INVESTORS II",6552,SC
216729,"TODAYS BANCORP INC",6022,IL
216870,"MAINSTREET FINANCIAL CORP",6022,VA
217214,"SOUTHERN BANCORP INC",6022,GA
217416,"UNITED COMPANIES FINANCIAL CORP",6141,LA
225075,"BALCOR PENSION INVESTORS",6500,IL
225300,"EQUITABLE OF IOWA COMPANIES",6311,IA
225569,"AMRESCO INC",6162,TX
225775,"PUBLIC STORAGE PROPERTIES IV LTD",6519,CA
225789,"REAL ESTATE ASSOCIATES LTD/CA",6512,CA
225971,"U S TRUST CORP",6022,NY
230014,"FOUR CORNERS FINANCIAL CORP",6500,NY
230046,"PHLCORP HOLDING LLC",6199,UT
230072,"BOATMENS NATIONAL BANK OF ST LOUIS",6021,MO
230135,"COMMERCIAL BANCSHARES INC/DE/",6022,IL
230437,"PACIFIC REAL ESTATE INVESTMENT TRUST INC",6798,CA
230557,"SELECTIVE INSURANCE GROUP INC",6331,NJ
275119,"BAYLAKE CORP",6022,WI
275157,"CALIFORNIA FEDERAL BANK FSB",6189,CA
275193,"CENTURY PROPERTIES FUND XII",6500,GA
275380,"FIRST COLONIAL BANKSHARES CORP",6022,IL
275519,"FIRST AMERICAN FINANCIAL OF TEXAS INC",6035,TX
275600,"JMB INCOME PROPERTIES LTD VI",6512,IL
275710,"MCM CORP",6331,NC
275911,"PROVIDENT BANK",6189,MD
275915,"PUBLIC STORAGE PARTNERS II LTD",6519,CA
276077,"TIDELANDS ROYALTY TRUST B",6792,TX
276235,"CENTRAL FIDELITY BANKS INC",6021,VA
276280,"CORPORATE PROPERTY ASSOCIATES",6512,NY
276326,"MCNEIL REAL ESTATE FUND IX LTD",6512,TX
276380,"SEIBELS BRUCE GROUP INC",6331,SC
276400,"BANCINSURANCE CORP",6331,OH
276703,"CENTURY PROPERTIES FUND XIII",6500,GA
276779,"ANGELES PARTNERS VIII",6512,CO
277028,"HOMEGOLD FINANCIAL INC",6141,SC
277269,"FARM FAMILY MUTUAL INSURANCE CO",6331,NY
277377,"TEECO PROPERTIES LP",6799,NY
277577,"NATIONAL INCOME REALTY TRUST",6798,NY
277795,"GEICO CORP",6331,DC
277807,"FUTURE FUND",6798,IL
277886,"WINTHROP PARTNERS 79 LTD PARTNERSHIP",6512,MA
277925,"PUBLIC STORAGE PROPERTIES V LTD",6519,CA
278128,"CENTURY PROPERTIES FUND XIV",6500,SC
278138,"FIRST EVERGREEN CORP",6021,IL
310303,"ANGELES PARTNERS VII",6512,CO
310485,"NATIONAL PROPERTY INVESTORS III",6552,SC
310522,"FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE",6111,DC
310614,"BALCOR EQUITY PROPERTIES LTD-VIII",6512,IL
310621,"INDIANA FINANCIAL INVESTORS INC",6799,IL
310812,"CARLYLE REAL ESTATE LTD PARTNERSHIP IX",6500,IL
310823,"HARTFORD STEAM BOILER INSPECTION & INSURANCE CO",6331,CT
310826,"PROTECTIVE LIFE INSURANCE CO",6311,AL
310979,"FIRST BANKS AMERICA INC",6021,CA
310990,"MLH PROPERTIES LTD PARTNERSHIP",6512,NY
311094,"WESTAMERICA BANCORPORATION",6021,CA
311099,"IRT PROPERTY CO",6798,GA
311100,"JEFFERSON BANKSHARES INC",6022,VA
311157,"REAL ESTATE FUND INVESTMENT TRUST",6798,SC
311173,"UNIVERSITY REAL ESTATE PARTNERSHIP V",6512,TX
311670,"INTER AMERICAN DEVELOPMENT BANK/",6029,DC
311817,"HMG COURTLAND PROPERTIES INC",6798,FL
311927,"LIBERTY GROUP HOLDINGS INC",6770,NY
312069,"BARCLAYS PLC",6029,X0
312070,"BARCLAYS BANK PLC",6029,X0
312155,"NOONEY REAL PROPERTY INVESTORS TWO L P",6552,MO
312259,"WALNUT EQUIPMENT LEASING CO INC",6153,PA
312367,"FIRST SECURITY CORP /UT/",6022,UT
312583,"ROCKY MOUNTAIN MINERALS INC",6795,AZ
312812,"MCNEIL REAL ESTATE FUND X LTD",6512,TX
312859,"GUARANTY BANCSHARES INC",6022,LA
312903,"PREFERRED PROPERTIES FUND 80",6500,SC
312918,"CORPORATE PROPERTY ASSOCIATES 2",6512,NY
312982,"REALMARK PROPERTY INVESTORS LIMITED PARTNERSHIP",6798,NY
313019,"JMB INCOME PROPERTIES LTD VII",6512,IL
313044,"PAINEWEBBER INCOME PROPERTIES TWO LTD PARTNERSHIP",6798,MA
313151,"SADDLEBROOK RESORTS INC",6500,FL
313337,"TRI CITY BANKSHARES CORP",6022,WI
313364,"MESA ROYALTY TRUST/TX",6792,TX
313499,"ANGELES PARTNERS IX",6512,CO
313809,"ALASKA NORTHWEST PROPERTIES INC",6512,WA
313857,"BANK OF NEW HAMPSHIRE CORP",6022,NH
314037,"SW ACQUISTION INC",6211,NJ
314237,"REAL ESTATE ASSOCIATES LTD II",6500,CA
314340,"SECURITY CAPITAL CORP/DE/",6411,CT
314404,"BANKERS BUILDING LAND TRUST",6512,IL
314459,"CARLYLE REAL ESTATE LTD PARTNERSHIP X",6500,IL
314485,"PEREGRINE REAL ESTATE TRUST",6798,CA
314489,"FIRST BUSEY CORP /NV/",6022,IL
314625,"WASHINGTON CORP",6510,MD
314643,"WASHINGTON MUTUAL MORTGAGE SECURITIES CORP",6189,IL
314690,"CENTURY PROPERTIES FUND XV",6500,SC
314741,"REEVES TELECOM LTD PARTNERSHIP",6500,NY
315126,"ELRON ELECTRONIC INDUSTRIES LTD /NY/",6799,L3
315275,"WINTHROP PARTNERS 80 LTD PARTNERSHIP",6500,MA
315293,"Aon plc",6411,X0
315411,"AMERICAN COUNTRY HOLDINGS INC",6331,IL
315452,"FIRST STATE FINANCIAL CORP",6022,MI
315547,"FIRST COMMERCIAL BANCORP INC",6022,CA
315708,"BANK CORP OF GEORGIA",6022,GA
315709,"INTERNATIONAL BANCSHARES CORP",6022,TX
315845,"MOMED HOLDING CO",6311,MO
315849,"SOUTHWEST GEORGIA FINANCIAL CORP",6022,GA
315858,"BBX Capital Corp",6500,FL
316028,"KENT FINANCIAL SERVICES INC",6211,TX
316220,"SHELTER PROPERTIES I LTD PARTNERSHIP",6512,SC
316312,"Central Pacific Financial Corp.",6022,HI
316537,"AVOCA INC",6792,LA
316692,"CM CORP",6189,FL
316709,"SCHWAB CHARLES CORP",6211,CA
316769,"FIRST COMMERCIAL CORP",6021,AR
316770,"PROVIDENT FINANCIAL GROUP INC",6022,OH
316901,"UST CORP /MA/",6022,MA
316905,"HSBC BANK USA",6189,NY
316909,"LIBERTY NATIONAL BANCORP INC /KY/",6021,KY
317279,"HUTTON GSH QUALIFIED PROPERTIES 80",6512,NY
317331,"CONSOLIDATED CAPITAL PROPERTIES III",6798,SC
317548,"AMERICAN EQUITY HOUSING FUND I",6500,PA
317598,"MELLON FUNDING CORP",6021,PA
317745,"GENERAL RE CORP",6331,CT
317781,"ANCHOR PACIFIC UNDERWRITERS INC",6411,CA
317788,"Digital Turbine, Inc.",6794,TX
317900,"ANGELES PARTNERS X",6500,SC
317969,"ANGELES PARK COMMUNITIES LTD",6552,CO
318016,"PAINEWEBBER INCOME PROPERTIES THREE LTD PARTNERSHIP",6798,MA
318140,"MCNEIL REAL ESTATE FUND XI LTD",6512,TX
318300,"PEOPLES BANCORP INC",6021,OH
318380,"PUBLIC STORAGE INC /CA",6798,CA
318439,"DIGITAL RECORDING CORP",6794,TX
318440,"FIRST SOUTH BANKCORP",6022,GA
318508,"NATIONAL PROPERTY INVESTORS 4",6500,CO
318526,"KRUPP ASSOCIATES 1980-1",6500,MA
318672,"SEARCH FINANCIAL SERVICES INC",6153,TX
318673,"SECURITY NATIONAL FINANCIAL CORP",6199,UT
318722,"BRAUVIN REAL ESTATE FUND I",6500,IL
318779,"CALIFORNIA BANCSHARES INC",6021,CA
318835,"DSI REALTY INCOME FUND VI",6500,CA
318870,"INDEPENDENT BANKSHARES INC",6021,TX
318958,"ATLANTIC INDUSTRIES INC /CO/",6794,X0
318986,"REAL ESTATE ASSOCIATES LTD III",6500,CA
319033,"FIRST DECATUR BANCSHARES INC",6022,IL
319157,"AMERICAN FINANCIAL ENTERPRISES INC /CT/",6331,OH
319192,"JMB INCOME PROPERTIES LTD VIII",6500,IL
319399,"FIRST STATE CORP /GA/",6022,GA
319416,"CONTINENTAL MORTGAGE & EQUITY TRUST",6798,TX
319420,"LYRIC INTERNATIONAL INC",6770,TX
319489,"ADVEST GROUP INC",6211,CT
319620,"COLONIAL INDUSTRIES INC",6799,TX
319643,"CANADIAN DERIVATIVES CLEARING CORP",6200,A6
319654,"PERMIAN BASIN ROYALTY TRUST",6792,TX
319655,"SAN JUAN BASIN ROYALTY TRUST",6792,TX
319716,"GRIFFIN REAL ESTATE FUND II",6500,MN
319723,"SHELTER PROPERTIES II LTD PARTNERSHIP",6500,CO
319735,"INDEPENDENT INSURANCE GROUP INC",6311,FL
320166,"INTERMOUNTAIN RESOURCES INC",6795,NV
320335,"TORCHMARK CORP",6311,TX
320349,"AMERICAN EDUCATORS FINANCIAL CORP/DE/",6311,AL
320387,"FIRST M&F CORP/MS",6022,MS
320545,"HOMECAPITAL INVESTMENT CORP",6163,TX
350023,"CONAM REALTY INVESTORS 81 L P",6500,CA
350071,"MERRY LAND & INVESTMENT CO INC",6798,GA
350134,"COMMONWEALTH DEALERS LIFE INSURANCE CO",6311,VA
350206,"LNH REIT INC",6798,MS
350268,"E&J PROPERTIES LTD",6500,CA
350389,"MINEX RESOURCES INC",6795,WY
350557,"STEN CORP",6153,MN
350558,"PRUDENTIAL BACHE VMS REALTY ASSOCIATES LP I",6500,SC
350571,"AMERICAN BANKERS INSURANCE GROUP INC",6311,FL
350572,"WORTHEN BANKING CORP",6021,AR
350667,"CARLYLE REAL ESTATE LTD PARTNERSHIP XI",6500,IL
350745,"CORPORATE PROPERTY ASSOCIATES 3",6512,NY
350747,"ACADIANA BANCSHARES INC",6022,LA
350797,"EATON VANCE CORP",6282,MA
350845,"BALCOR PENSION INVESTORS II",6500,IL
350847,"RIGGS NATIONAL CORP",6021,DC
350852,"COMMUNITY TRUST BANCORP INC /KY/",6022,KY
350894,"SEI INVESTMENTS CO",6211,PA
350903,"WINTHROP RESIDENTIAL ASSOCIATES I",6500,MA
351040,"AMERICAN FAMILY MUTUAL INSURANCE CO",6321,WI
351077,"CITIZENS REPUBLIC BANCORP, INC.",6021,MI
351147,"WINTHROP PARTNERS 81 LTD PARTNERSHIP",6500,MA
351155,"WEST ONE BANCORP",6021,ID
351238,"SAN FRANCISCO CO",6022,CA
351326,"CB FINANCIAL CORP",6022,MI
351397,"DETONICS SMALL ARMS LTD",6770,WA
351509,"DE ANZA PROPERTIES XII LTD",6512,CA
351521,"EVERGREEN BANCORP INC",6021,WA
351566,"SOUTH BANKING CO",6022,GA
351569,"Ameris Bancorp",6022,GA
351599,"OHIO VALLEY BANCORP",6022,OH
351616,"ONE VALLEY BANCORP INC",6022,WV
351617,"SC BANCORP",6022,CA
351685,"HELM CAPITAL GROUP INC",6199,FL
351698,"SIERRA PACIFIC DEVELOPMENT FUND",6500,TX
351708,"MCNEIL REAL ESTATE FUND XII LTD",6512,TX
351710,"GBC BANCORP",6022,CA
351825,"FIRST NATIONAL BANCORP /GA/",6021,GA
351835,"EQUITEC 81 REAL ESTATE INVESTORS",6500,CA
351903,"EPOCH HOLDING CORP",6282,NY
351931,"CENTURY PROPERTIES FUND XVI",6500,SC
351936,"XEROX CREDIT CORP",6159,CT
351991,"ELDORADO BANCORP",6022,CA
352049,"TOLEDO EDISON CO",6189,OH
352076,"PUGET SOUND BANCORP",6022,WA
352155,"AMERICAN TRUSTEE INC",6311,OK
352162,"NORTH EAST INSURANCE CO",6331,ME
352187,"WEST COAST BANCORP /CA/",6022,CA
352510,"NORTH FORK BANCORPORATION INC",6022,NY
352723,"PAINE WEBBER QUALIFIED PLAN PROPERTY FUND LP",6500,MA
352736,"ALLSTATE LIFE INSURANCE CO",6311,IL
352801,"AMERICAN BANCSHARES OF HOUMA INC",6022,LA
352849,"SEI II L P",6199,NY
352860,"TECFIN CORP",6172,NY
352960,"SWEDISH EXPORT CREDIT CORP /SWED/",6159,V7
352978,"DE ANZA PROPERTIES XI LTD LIQUIDATING TRUST",6512,CA
352983,"CONSOLIDATED CAPITAL INSTITUTIONAL PROPERTIES",6500,SC
352991,"ADVANCED OXYGEN TECHNOLOGIES INC",6500,VT
353000,"COMERICA CALIFORNIA INC",6021,CA
353191,"NORTH VALLEY BANCORP",6022,CA
353203,"SUMMIT BANCSHARES INC/CA",6022,CA
353282,"SHELTER PROPERTIES III LTD PARTNERSHIP",6500,SC
353386,"SOUTHEASTERN BANKING CORP",6022,GA
353391,"MCCOMBS PROPERTIES V LTD",6500,SC
353524,"IBM CREDIT CORP",6159,NY
353646,"APPONLINE COM INC",6162,NY
353650,"BWC FINANCIAL CORP",6022,CA
353793,"UTAH RESOURCES INTERNATIONAL INC",6552,UT
353891,"COMMERCIAL PROPERTIES 1 LP",6500,NY
354190,"GALLAGHER ARTHUR J & CO",6411,IL
354242,"INDEPENDENT RESEARCH AGENCY FOR LIFE INSURANCE INC",6311,TX
354392,"NOBEL INSURANCE LTD",6331,D0
354396,"USF&G CORP",6331,MD
354521,"CAPITAL REALTY INVESTORS LTD",6798,MD
354562,"COMMERCIAL BANKSHARES INC",6022,FL
354626,"BOSTON FINANCIAL APARTMENTS ASSOCIATES LP",6500,MA
354639,"THACKERAY CORP",6500,NY
354647,"CVB FINANCIAL CORP",6022,CA
354706,"FIRST PULASKI NATIONAL CORP",6021,TN
354869,"FIRSTMERIT CORP /OH/",6021,OH
354884,"PAINE WEBBER INCOME PROPERTIES FOUR LTD PARTNERSHIP",6798,MA
354913,"INTERDIGITAL INC.",6794,PA
354948,"FIRST FINANCIAL CORP /RI/",6022,RI
354964,"HSBC Finance Corp",6141,IL
354993,"FUTURE FUND II",6200,IL
355298,"SOUTHERN TIMBER PARTNERS I",6500,NY
355379,"MIDWEST HOLDING INC.",6311,NE
355380,"FIRST BANCSHARES OF TEXAS INC",6022,TX
355384,"CFS CORP",6035,CT
355429,"PROTECTIVE LIFE CORP",6311,AL
355433,"FIRST OF HURON CORP",6022,MI
355472,"JMB INCOME PROPERTIES LTD IX",6500,IL
355573,"REAL ESTATE ASSOCIATES LTD IV",6500,CA
355589,"UNITED FINANCIAL GROUP INC/DE",6799,TX
355590,"BGI INC",6519,TX
355637,"NATIONAL PROPERTY INVESTORS 5",6500,SC
355797,"BALCOR REALTY INVESTORS LTD 82",6500,IL
355804,"CONSOLIDATED CAPITAL PROPERTIES IV",6798,CO
355809,"BUTTERFIELD PREFERRED GROWTH FUND 83",6500,WA
355818,"HOMELAND BANKSHARES CORP",6021,IA
355883,"BANCORPSOUTH INC/NEW",6022,MS
355946,"HERITAGE FINANCIAL SERVICES INC /IL/",6022,IL
356050,"CU BANCORP",6021,CA
356069,"SECURITY BANCSHARES INC",6022,KS
356130,"EMC INSURANCE GROUP INC",6331,IA
356141,"WINTHROP RESIDENTIAL ASSOCIATES II",6500,MA
356171,"TRICO BANCSHARES /",6022,CA
356226,"MYND CORP",6411,SC
356276,"CITIZENS BANCSHARES CORP",6022,GA
356311,"UNIVERSITY REAL ESTATE FUND 10 LTD",6500,TX
356395,"RELIANCE GROUP HOLDINGS INC",6331,NY
356472,"CENTURY PROPERTIES FUND XVII",6500,SC
356598,"LAKE SHORE BANCORP INC",6022,IL
356708,"FIRST REGIONAL BANCORP",6022,CA
356801,"NATIONAL CONSUMER COOPERATIVE BANK /DC/",6141,DC
356809,"ABIGAIL ADAMS NATIONAL BANCORP INC",6021,DC
356858,"FIRST BANKING CENTER INC",6022,WI
356950,"FINANCIAL BANCSHARES INC",6022,MO
356956,"BURGER KING LTD PARTNERSHIP I",6519,NY
356959,"AMERICANA HOTELS & REALTY CORP",6798,MA
356981,"SUBURBAN BANCORP INC",6022,OH
356996,"SNOWY OWL INN CORP",6500,NH
357065,"MERCHANTS CAPITAL CORP /MS/",6022,MS
357066,"MID AM INC",6021,OH
357078,"AUTOFINANCE GROUP INC /CA/",6141,IL
357099,"CONAM REALTY INVESTORS 2 L P",6500,CA
357105,"CENTURY SOUTH BANKS INC",6021,GA
357130,"CB&T INC",6022,TN
357133,"HOME INTERSTATE BANCORP",6022,CA
357173,"OLD SECOND BANCORP INC",6022,IL
357191,"AREA BANCSHARES CORP",6029,KY
357208,"FIRST BANKING CO OF SOUTHEAST GEORGIA",6022,GA
357262,"NORTH COUNTY BANCORP",6022,CA
357264,"PACIFIC CAPITAL BANCORP /CA/",6022,CA
357269,"FORT WAYNE NATIONAL CORP",6021,IN
357301,"TRUSTCO BANK CORP N Y",6022,NY
357329,"BALCOR PENSION INVESTORS III",6500,IL
700564,"FULTON FINANCIAL CORP",6021,PA
700565,"FIRST MID ILLINOIS BANCSHARES INC",6022,IL
700570,"BUSINESS BANCORP",6022,CA
700613,"TRANSWORLD BANCORP",6022,CA
700694,"FIRST NATIONAL BANKSHARES INC/LA/",6021,LA
700699,"NAPA NATIONAL BANCORP",6021,CA
700720,"MAXUS REAL PROPERTY INVESTORS FOUR LP",6500,MO
700733,"NATIONAL PENN BANCSHARES INC",6021,PA
700850,"FARMERS NATIONAL BANCORP /MD/",6021,MD
700863,"SUSQUEHANNA BANCSHARES INC",6021,PA
700913,"PAINE WEBBER QUALIFIED PLAN PROPERTY FUND TWO LP",6798,MA
700914,"PROFESSIONAL BANCORP INC",6022,CA
700946,"FARMERS NATIONAL BANCORP INC /DE/",6021,IL
700949,"CARLYLE REAL ESTATE LTD PARTNERSHIP XII",6500,IL
700951,"DREXEL BURNHAM LAMBERT REAL ESTATE ASSOCIATES",6500,SC
700978,"EKSPORTFINANS ASA",6159,Q8
701153,"BAY AREA BANCSHARES",6022,CA
701221,"CIGNA CORP",6324,CT
701255,"SDN BANCORP",6022,CA
701286,"COLUMBIA FUTURES FUND",6798,NY
701347,"CENTRAL PACIFIC FINANCIAL CORP",6022,HI
701467,"BRAUVIN REAL ESTATE FUND II",6500,IL
701546,"UNION BANCSHARES INC /KS/",6022,KS
701637,"RANCON REALTY FUND I",6512,CA
701709,"SUNRISE BANCORP",6022,CA
701745,"WINGATE HOUSING PARTNERS LTD",6500,MA
701785,"BALCOR EQUITY PROPERTIES XII",6500,IL
701803,"AMERICAN BANCORP OF NEVADA",6022,NV
701853,"BANCORPSOUTH INC",6022,MS
701869,"INDEPENDENCE HOLDING CO",6311,CT
701996,"SOUTHMARK CORP",6532,TX
702117,"KRUPP REALTY FUND LTD III",6500,MA
702147,"SDNB FINANCIAL CORP",6022,CA
702162,"NATIONAL WESTMINSTER BANK PLC /ENG/",6029,X0
702163,"CITIZENS FIRST BANCORP INC /NJ/",6021,NJ
702164,"CAPITAL BANCORP/FL",6022,FL
702167,"UNIVERSAL MONEY CENTERS INC",6199,KS
702170,"STERLING WEST BANCORP",6022,CA
702174,"SHELTER PROPERTIES IV LIMITED PARTNERSHIP",6500,SC
702276,"PS PARTNERS LTD",6519,CA
702301,"CORNERSTONE PROPERTIES INC",6500,NY
702313,"PROPERTY RESOURCES FUND VI",6500,CA
702325,"FIRST MIDWEST BANCORP INC",6021,IL
702430,"CENTENNIAL BANCORP",6022,OR
702508,"FINANCIAL TRUST CORP",6021,PA
702513,"Bank of Commerce Holdings",6022,CA
702592,"REPUBLIC BANKING CORP OF FLORIDA",6022,FL
702644,"REAL ESTATE ASSOCIATES LTD V",6500,CA
702655,"COMMODITY TREND TIMING FUND II",6200,CT
702657,"MCNEIL REAL ESTATE FUND XIV LTD",6512,TX
702700,"SARATOGA BANCORP",6022,CA
702902,"HARLEYSVILLE NATIONAL CORP",6021,PA
702904,"AMBANC CORP",6021,IN
702986,"ANGELES PARTNERS XI",6500,CO
703109,"DROVERS BANCSHARES CORP",6022,PA
703152,"BOETTCHER WESTERN PROPERTIES II LTD",6500,CO
703329,"FIRST FARMERS & MERCHANTS CORP",6022,TN
703482,"FIRST CAPITAL INCOME PROPERTIES LTD SERIES VIII",6500,FL
703559,"HUDSON UNITED BANCORP",6022,NJ
703667,"NTS PROPERTIES III",6500,KY
703699,"SOUTHERN MICHIGAN BANCORP INC",6022,MI
703701,"USHEALTH Group, Inc.",6321,TX
703702,"MERIDIAN POINT REALTY TRUST 83",6798,CA
703800,"BROAD NATIONAL BANCORPORATION",6021,NJ
703805,"EXECUTIVE NATIONAL DEVELOPMENT CORP",6552,FL
703901,"VIROPRO INC",6794,CA
703904,"SOUTHERN BANCSHARES NC INC",6022,NC
703914,"SPORTECH PLC",6794,X0
703970,"ALLEGIANT BANCORP INC/MO/",6021,MO
704005,"CITY BANCORP INC",6022,LA
704051,"LEGG MASON, INC.",6282,MD
704054,"CITIZENS BANCORP /MD/",6022,MD
704165,"REALMARK PROPERTY INVESTORS LTD PARTNERSHIP II",6798,NY
704171,"SOUTH VALLEY BANCORPORATION",6022,CA
704271,"CENTURY PROPERTIES FUND XVIII",6500,SC
704410,"SPECTRACOM INC",6770,NV
704432,"HYDROMER INC",6794,NJ
704467,"UNIVERSAL BANCORP",6022,IN
704469,"TRANS FINANCIAL INC",6021,KY
704561,"UNITED BANCORPORATION OF ALABAMA INC",6022,AL
704693,"PNB FINANCIAL GROUP",6022,CA
704874,"MISSION WEST PROPERTIES/NEW/",6512,CA
704886,"CALIFORNIA COMMERCIAL BANKSHARES",6022,CA
705025,"INTRUST FINANCIAL CORP /",6022,KS
705191,"PAINE WEBBER GROWTH PROPERTIES LP",6798,MA
705200,"PAB BANKSHARES INC",6022,GA
705356,"NATIONAL BANCORP OF ALASKA INC",6021,AK
705432,"SOUTHSIDE BANCSHARES INC",6022,TX
705671,"OMEGA FINANCIAL CORP /PA/",6021,PA
705687,"AVON CAPITAL CORP",6552,NY
705690,"INTERCONTINENTAL INVESTORS GROUP INC",6153,NJ
705740,"BURGER KING LTD PARTNERSHIP II",6519,NY
705752,"CENTURY PROPERTIES FUND XIX",6500,SC
705959,"BALCOR REALTY INVESTORS 83",6512,IL
706003,"HUTTON GSH COMMERCIAL PROPERTIES 2",6500,NY
706005,"CORPORATE PROPERTY ASSOCIATES 4",6512,NY
706074,"JMB MORTGAGE PARTNERS LTD",6500,IL
706116,"VERMONT FINANCIAL SERVICES CORP",6022,VT
706120,"CONAM REALTY PENSION INVESTORS",6500,CA
706129,"HORIZON BANCORP /IN/",6022,IN
706236,"AMERICAN SOUTHWEST FINANCIAL CORP",6799,AR
706343,"DELTA NATIONAL BANCORP",6021,CA
706465,"HENRY COUNTY BANCSHARES INC",6022,GA
706507,"RENAISSANCE ACCEPTANCE GROUP INC",6531,TX
706597,"LIFE ONE INC",6311,MD
706731,"GUARANTY BANCSHARES HOLDING CORP",6022,LA
706863,"UNION BANKSHARES INC",6022,VT
706874,"PALMETTO BANCSHARES INC",6022,SC
707179,"OLD NATIONAL BANCORP /IN/",6021,IN
707209,"PARK NATIONAL CORP",6021,TN
707357,"FIRST LEHIGH CORP",6022,PA
707364,"AUBURN BANCORP",6022,CA
707452,"NOTE BANKERS OF AMERICA INC",6770,TX
707604,"BRITTON & KOONTZ CAPITAL CORP",6021,MS
707605,"AMERISERV FINANCIAL INC /PA/",6021,PA
707706,"OLYMPUS CAPITAL CORP /UT/",6022,UT
707805,"USB HOLDING CO INC",6022,NY
